ip,timestamp,lat,lon,pred,score,source_file
216.73.159.75,2025-10-03 03:02:55,-39.8,-73.2333,-1,-0.21325411303105735,20251003143810-TorIP_geocoded.csv
185.165.169.239,2025-10-03 04:40:01,-4.5833,55.6667,-1,-0.11185426100358664,20251003143810-TorIP_geocoded.csv
124.198.132.172,2025-10-03 04:40:18,-42.0,174.0,-1,-0.20778691125969595,20251003143810-TorIP_geocoded.csv
190.120.229.98,2025-10-03 04:34:59,-12.0464,-77.0428,-1,-0.16770989009807613,20251003143810-TorIP_geocoded.csv
139.99.172.11,2025-10-03 03:07:27,-33.8601,151.2101,-1,-0.19567996177129876,20251003143810-TorIP_geocoded.csv
138.59.18.110,2025-10-03 04:13:04,10.0029,-84.0,-1,-0.12938461076982988,20251003143810-TorIP_geocoded.csv
185.246.188.73,2025-10-03 04:26:56,-4.5833,55.6667,-1,-0.11185426100358664,20251003143810-TorIP_geocoded.csv
102.130.113.9,2025-10-03 04:44:32,-26.3811,27.8376,-1,-0.16291820147631308,20251003143810-TorIP_geocoded.csv
185.227.134.106,2025-10-03 04:29:57,47.4902,-122.3004,-1,-0.11558148830113957,20251003143810-TorIP_geocoded.csv
71.19.144.106,2025-10-03 04:09:33,37.353,-121.9543,-1,-0.02131581647955072,20251003143810-TorIP_geocoded.csv
185.246.188.74,2025-10-03 04:42:34,-4.5833,55.6667,-1,-0.11185426100358664,20251003143810-TorIP_geocoded.csv
51.81.222.62,2025-10-03 04:16:14,45.5229,-122.9898,-1,-0.10779003744485394,20251003143810-TorIP_geocoded.csv
173.255.198.243,2025-10-03 04:01:49,32.9473,-96.7028,-1,-0.009962795335863195,20251003143810-TorIP_geocoded.csv
216.73.159.101,2025-10-03 04:34:24,-39.8,-73.2333,-1,-0.21325411303105735,20251003143810-TorIP_geocoded.csv
160.119.249.240,2025-10-03 03:45:57,-29.0,24.0,-1,-0.16444155186664977,20251003143810-TorIP_geocoded.csv
124.198.131.253,2025-10-03 04:42:22,-42.0,174.0,-1,-0.20778691125969595,20251003143810-TorIP_geocoded.csv
103.109.101.105,2025-10-03 04:31:53,22.2578,114.1657,-1,-0.1363312784633578,20251003143810-TorIP_geocoded.csv
72.14.179.10,2025-10-03 04:20:42,32.9473,-96.7028,-1,-0.009962795335863195,20251003143810-TorIP_geocoded.csv
198.58.107.53,2025-10-03 04:17:09,32.9473,-96.7028,-1,-0.009962795335863195,20251003143810-TorIP_geocoded.csv
