ip,timestamp,lat,lon,pred,score,source_file
216.73.159.75,2025-10-09 07:45:09,-39.8,-73.2333,-1,-0.20970025677246773,20251009173527-TorIP_geocoded.csv
185.165.169.239,2025-10-09 07:10:28,-4.5833,55.6667,-1,-0.10369965264994052,20251009173527-TorIP_geocoded.csv
124.198.132.172,2025-10-09 07:38:01,-42.0,174.0,-1,-0.2133474759604439,20251009173527-TorIP_geocoded.csv
190.120.229.98,2025-10-09 07:46:46,-12.0464,-77.0428,-1,-0.17153264322189055,20251009173527-TorIP_geocoded.csv
139.99.172.11,2025-10-09 07:16:08,-33.8601,151.2101,-1,-0.20227294450890532,20251009173527-TorIP_geocoded.csv
138.59.18.110,2025-10-09 07:01:40,10.0029,-84.0,-1,-0.1463600880966498,20251009173527-TorIP_geocoded.csv
185.246.188.73,2025-10-09 07:43:02,-4.5833,55.6667,-1,-0.10369965264994052,20251009173527-TorIP_geocoded.csv
102.130.113.9,2025-10-09 07:15:42,-26.3811,27.8376,-1,-0.15980096442588076,20251009173527-TorIP_geocoded.csv
185.227.134.106,2025-10-09 07:45:28,47.4902,-122.3004,-1,-0.1201626618936229,20251009173527-TorIP_geocoded.csv
71.19.144.106,2025-10-09 07:10:41,37.353,-121.9543,-1,-0.030824083028259897,20251009173527-TorIP_geocoded.csv
185.246.188.74,2025-10-09 07:43:53,-4.5833,55.6667,-1,-0.10369965264994052,20251009173527-TorIP_geocoded.csv
51.81.222.62,2025-10-09 07:18:39,45.5229,-122.9898,-1,-0.1129281814079115,20251009173527-TorIP_geocoded.csv
173.255.198.243,2025-10-09 07:13:33,32.9473,-96.7028,-1,-0.01501327123077334,20251009173527-TorIP_geocoded.csv
216.73.159.101,2025-10-09 07:19:45,-39.8,-73.2333,-1,-0.20970025677246773,20251009173527-TorIP_geocoded.csv
160.119.249.240,2025-10-09 07:39:51,-29.0,24.0,-1,-0.16098459070696036,20251009173527-TorIP_geocoded.csv
124.198.131.253,2025-10-09 07:35:30,-42.0,174.0,-1,-0.2133474759604439,20251009173527-TorIP_geocoded.csv
103.109.101.105,2025-10-09 07:08:40,22.2578,114.1657,-1,-0.14508913333953355,20251009173527-TorIP_geocoded.csv
72.14.179.10,2025-10-09 07:09:10,32.9473,-96.7028,-1,-0.01501327123077334,20251009173527-TorIP_geocoded.csv
198.58.107.53,2025-10-09 07:28:37,32.9473,-96.7028,-1,-0.01501327123077334,20251009173527-TorIP_geocoded.csv
93.95.228.125,2025-10-09 07:12:53,64.1439,-21.98,-1,-0.11692306926309848,20251009173527-TorIP_geocoded.csv
125.212.241.131,2025-10-09 06:45:21,10.822,106.6257,-1,-0.1447181375170702,20251009173527-TorIP_geocoded.csv
185.246.189.99,2025-10-09 07:16:01,-4.5833,55.6667,-1,-0.10369965264994052,20251009173527-TorIP_geocoded.csv
185.246.188.149,2025-10-09 07:39:29,-4.5833,55.6667,-1,-0.10369965264994052,20251009173527-TorIP_geocoded.csv
123.253.35.32,2025-10-09 07:36:40,2.5,112.5,-1,-0.14147853764495055,20251009173527-TorIP_geocoded.csv
185.191.204.254,2025-10-09 06:10:22,31.5,34.75,-1,-0.053590947704895364,20251009173527-TorIP_geocoded.csv
102.130.117.167,2025-10-09 07:44:28,-26.3811,27.8376,-1,-0.15980096442588076,20251009173527-TorIP_geocoded.csv
185.112.146.167,2025-10-09 07:04:16,65.0,-18.0,-1,-0.10553801586179701,20251009173527-TorIP_geocoded.csv
185.106.102.102,2025-10-09 07:28:31,35.0,33.0,-1,-0.023959196533028693,20251009173527-TorIP_geocoded.csv
165.73.242.163,2025-10-09 07:14:33,-29.0,24.0,-1,-0.16098459070696036,20251009173527-TorIP_geocoded.csv
27.255.75.198,2025-10-09 07:37:18,37.5112,126.9741,-1,-0.13226160499296902,20251009173527-TorIP_geocoded.csv
114.35.245.150,2025-10-09 07:17:59,25.0504,121.5324,-1,-0.14468186946452066,20251009173527-TorIP_geocoded.csv
103.164.54.199,2025-10-09 07:35:35,1.3673,103.8014,-1,-0.12627016886612474,20251009173527-TorIP_geocoded.csv
24.240.72.170,2025-10-09 07:14:46,45.21,-93.6607,-1,-0.02254146890384079,20251009173527-TorIP_geocoded.csv
2.56.10.36,2025-10-09 07:41:42,-4.5833,55.6667,-1,-0.10369965264994052,20251009173527-TorIP_geocoded.csv
93.95.231.88,2025-10-09 07:07:34,65.0,-18.0,-1,-0.10553801586179701,20251009173527-TorIP_geocoded.csv
202.182.99.129,2025-10-09 07:02:19,35.5819,139.7663,-1,-0.15345637049361793,20251009173527-TorIP_geocoded.csv
31.129.22.65,2025-10-09 06:14:07,50.2705,127.5352,-1,-0.11198200552588733,20251009173527-TorIP_geocoded.csv
